ID,Squares,No_of_rooms,Address,Price,One_Sq
0,97,3.0,Beograd Opština Novi Beograd,237000,1735.3775474934005
1,70,3.0,Beograd Opština Novi Beograd,216000,1735.3775474934005
2,120,5+,Beograd Opština Zvezdara,169000,1461.4519261140167
3,87,4.0,Beograd Opština Voždovac,208800,1490.3747385405104
4,36,1.0,Beograd Opština Novi Beograd,108000,1735.3775474934005
5,28,1.0,Beograd Opština Stari grad,92000,2531.903872181951
6,49,2.0,Beograd Opština Zemun,89500,1230.719435933011
8,95,3.5,Beograd Opština Novi Beograd,149000,1735.3775474934005
9,39,1.5,Beograd Opština Novi Beograd,100000,1735.3775474934005
10,38,1.5,Beograd Opština Novi Beograd,100000,1735.3775474934005
11,66,3.0,Beograd Opština Novi Beograd,99900,1735.3775474934005
12,114.72,3.5,Beograd Opština Novi Beograd,263856,1735.3775474934005
13,74.14,2.5,Beograd Opština Novi Beograd,170522,1735.3775474934005
14,96.08,3.5,Beograd Opština Novi Beograd,216180,1735.3775474934005
15,62.22,2.0,Beograd Opština Novi Beograd,143106,1735.3775474934005
20,97,3.0,Beograd Opština Novi Beograd,237000,1735.3775474934005
21,70,3.0,Beograd Opština Novi Beograd,216000,1735.3775474934005
22,120,5+,Beograd Opština Zvezdara,169000,1461.4519261140167
23,87,4.0,Beograd Opština Voždovac,208800,1490.3747385405104
24,36,1.0,Beograd Opština Novi Beograd,108000,1735.3775474934005
25,28,1.0,Beograd Opština Stari grad,92000,2531.903872181951
26,49,2.0,Beograd Opština Zemun,89500,1230.719435933011
28,95,3.5,Beograd Opština Novi Beograd,149000,1735.3775474934005
29,39,1.5,Beograd Opština Novi Beograd,100000,1735.3775474934005
30,38,1.5,Beograd Opština Novi Beograd,100000,1735.3775474934005
31,66,3.0,Beograd Opština Novi Beograd,99900,1735.3775474934005
32,114.72,3.5,Beograd Opština Novi Beograd,263856,1735.3775474934005
33,74.14,2.5,Beograd Opština Novi Beograd,170522,1735.3775474934005
34,96.08,3.5,Beograd Opština Novi Beograd,216180,1735.3775474934005
35,62.22,2.0,Beograd Opština Novi Beograd,143106,1735.3775474934005
40,75,2.5,Beograd Opština Novi Beograd,105000,1735.3775474934005
41,71,2.5,Beograd Opština Novi Beograd,122000,1735.3775474934005
42,81,2.5,Beograd Opština Novi Beograd,178900,1735.3775474934005
43,63,4.0,Beograd Opština Palilula,63000,1282.912470736089
44,99,3.0,Beograd Opština Voždovac,159900,1490.3747385405104
45,28,0.5,Beograd Opština Zvezdara,37500,1461.4519261140167
46,39,1.0,Beograd Opština Zemun,47500,1230.719435933011
47,125,5.0,Beograd Opština Voždovac,148000,1490.3747385405104
48,58,2.0,Beograd Opština Savski venac,170000,2723.3487453316557
50,106,4.0,Beograd Opština Voždovac,199900,1490.3747385405104
51,100,3.5,Beograd Opština Zvezdara,215000,1461.4519261140167
52,56,3.0,Beograd Opština Palilula,61600,1282.912470736089
53,55,2.5,Beograd Opština Novi Beograd,81950,1735.3775474934005
54,51,2.5,Beograd Opština Palilula,55000,1282.912470736089
55,60,2.0,Beograd Opština Vračar,118000,2275.3672683163954
56,101,3.0,Beograd Opština Novi Beograd,202000,1735.3775474934005
58,83,3.0,Beograd Opština Vračar,159500,2275.3672683163954
59,76,3.0,Beograd Opština Vračar,159000,2275.3672683163954
60,75,3.0,Beograd Opština Novi Beograd,140000,1735.3775474934005
61,76,2.5,Beograd Opština Novi Beograd,135000,1735.3775474934005
62,71,3.0,Beograd Opština Novi Beograd,102000,1735.3775474934005
63,60,3.0,Beograd Opština Zvezdara,115900,1461.4519261140167
66,43,2.0,Beograd Opština Zvezdara,53700,1461.4519261140167
67,114,3.0,Beograd Opština Stari grad,299000,2531.903872181951
69,84,3.0,Beograd Opština Vračar,210000,2275.3672683163954
70,141,3.0,Beograd Opština Vračar,215000,2275.3672683163954
71,64.40,3.0,Beograd Opština Voždovac,119300,1490.3747385405104
72,75,3.0,Beograd Opština Novi Beograd,145000,1735.3775474934005
74,92,3.0,Beograd Opština Palilula,185000,1282.912470736089
75,55,2.0,Beograd Opština Savski venac,225000,2723.3487453316557
76,28,1.0,Beograd Opština Stari grad,89000,2531.903872181951
77,70,2.5,Beograd Opština Novi Beograd,135000,1735.3775474934005
78,80,3.0,Beograd Opština Novi Beograd,208000,1735.3775474934005
79,68,2.5,Beograd Opština Savski venac,123000,2723.3487453316557
80,120,4.0,Beograd Opština Novi Beograd,248000,1735.3775474934005
81,30,1.0,Beograd Opština Savski venac,125000,2723.3487453316557
82,48,2.5,Beograd Opština Rakovica,49900,991.4218432222813
83,70,3.0,Beograd Opština Voždovac,83000,1490.3747385405104
84,72,3.0,Beograd Opština Novi Beograd,106900,1735.3775474934005
86,73,3.0,Beograd Opština Voždovac,135000,1490.3747385405104
88,56,2.0,Beograd Opština Zvezdara,83900,1461.4519261140167
89,53,2.5,Beograd Opština Zvezdara,55000,1461.4519261140167
90,105,3.5,Beograd Opština Zvezdara,260000,1461.4519261140167
91,77.76,4.0,Beograd Opština Čukarica,158240,1324.4002797487278
93,109,4.0,Beograd Opština Novi Beograd,208000,1735.3775474934005
94,80,2.5,Beograd Opština Stari grad,175000,2531.903872181951
95,62,2.0,Beograd Opština Novi Beograd,157000,1735.3775474934005
96,62,2.0,Beograd Opština Novi Beograd,157000,1735.3775474934005
97,92,4.0,Beograd Opština Novi Beograd,140000,1735.3775474934005
98,62,2.0,Beograd Opština Novi Beograd,157000,1735.3775474934005
99,33,1.0,Beograd Opština Zemun,65000,1230.719435933011
100,97,4.0,Beograd Opština Zvezdara,155200,1461.4519261140167
105,45,2.0,Beograd Opština Zvezdara,51900,1461.4519261140167
106,53,2.0,Beograd Opština Voždovac,112000,1490.3747385405104
107,66.53,3.0,Beograd Opština Savski venac,195888,2723.3487453316557
108,18,0.5,Beograd Opština Stari grad,59900,2531.903872181951
109,84,3.0,Beograd Opština Savski venac,231888,2723.3487453316557
110,75,3.0,Beograd Opština Savski venac,195888,2723.3487453316557
112,58,2.5,Beograd Opština Novi Beograd,95000,1735.3775474934005
113,78.66,4.0,Beograd Opština Voždovac,140800,1490.3747385405104
114,57.23,3.0,Beograd Opština Voždovac,102500,1490.3747385405104
115,53,2.0,Beograd Opština Voždovac,96500,1490.3747385405104
116,44.74,2.0,Beograd Opština Voždovac,80100,1490.3747385405104
117,88,3.0,Beograd Opština Savski venac,275888,2723.3487453316557
118,52.23,2.0,Beograd Opština Savski venac,133888,2723.3487453316557
119,66.19,3.0,Beograd Opština Savski venac,173888,2723.3487453316557
120,55,2.0,Beograd Opština Savski venac,220000,2723.3487453316557
121,53,2.0,Beograd Opština Novi Beograd,105000,1735.3775474934005
122,44,2.0,Beograd Opština Zvezdara,79000,1461.4519261140167
123,87,4.0,Beograd Opština Vračar,240000,2275.3672683163954
125,143,4.0,Beograd Opština Palilula,260000,1282.912470736089
126,49,1.5,Beograd Opština Novi Beograd,84000,1735.3775474934005
127,73,2.5,Beograd Opština Novi Beograd,114000,1735.3775474934005
128,50,3.0,Beograd Opština Zvezdara,56000,1461.4519261140167
129,127.44,5.0,Beograd Opština Zemun,242130,1230.719435933011
130,82,3.0,Beograd Opština Savski venac,255000,2723.3487453316557
131,39,1.0,Beograd Opština Novi Beograd,88000,1735.3775474934005
132,81.64,3.0,Beograd Opština Zvezdara,94765,1461.4519261140167
133,90,3.0,Beograd Opština Savski venac,260000,2723.3487453316557
134,71,2.5,Beograd Opština Novi Beograd,99000,1735.3775474934005
135,109,4.0,Beograd Opština Novi Beograd,218000,1735.3775474934005
136,54,2.0,Beograd Opština Čukarica,70000,1324.4002797487278
138,82,3.0,Beograd Opština Stari grad,228000,2531.903872181951
139,55,2.0,Beograd Opština Savski venac,185000,2723.3487453316557
140,90,3.0,Beograd Opština Savski venac,260000,2723.3487453316557
142,38,1.5,Beograd Opština Novi Beograd,100000,1735.3775474934005
144,84,3.0,Beograd Opština Stari grad,228000,2531.903872181951
145,55,2.0,Beograd Opština Savski venac,175000,2723.3487453316557
146,82,3.0,Beograd Opština Savski venac,275000,2723.3487453316557
147,51,2.0,Beograd Opština Vračar,130000,2275.3672683163954
148,52,2.5,Beograd Opština Palilula,85900,1282.912470736089
149,41,1.5,Beograd Opština Zvezdara,50000,1461.4519261140167
152,70,3.0,Beograd Opština Zemun,85000,1230.719435933011
155,74,3.0,Beograd Opština Savski venac,98000,2723.3487453316557
156,61,2.5,Beograd Opština Zemun,75900,1230.719435933011
157,36,1.0,Beograd Opština Stari grad,90000,2531.903872181951
158,80,3.0,Beograd Opština Savski venac,270000,2723.3487453316557
159,43.20,2.0,Beograd Opština Rakovica,49110,991.4218432222813
160,94,3.0,Beograd Opština Palilula,220000,1282.912470736089
161,39.12,1.5,Beograd Opština Čukarica,86000,1324.4002797487278
163,62,2.0,Beograd Opština Novi Beograd,157000,1735.3775474934005
175,55,2.0,Beograd Opština Savski venac,220000,2723.3487453316557
176,78,3.5,Beograd Opština Zemun,137900,1230.719435933011
177,50,2.0,Beograd Opština Novi Beograd,157000,1735.3775474934005
178,52,3.0,Beograd Opština Zemun,68000,1230.719435933011
179,100,4.0,Beograd Opština Zvezdara,215000,1461.4519261140167
181,64,2.5,Beograd Opština Zemun,149000,1230.719435933011
182,60,2.0,Beograd Opština Zvezdara,73000,1461.4519261140167
183,80,3.0,Beograd Opština Savski venac,270000,2723.3487453316557
184,62,2.5,Beograd Opština Palilula,128000,1282.912470736089
185,103,4.0,Beograd Opština Voždovac,171000,1490.3747385405104
186,145,5+,Beograd Opština Čukarica,139990,1324.4002797487278
187,93,2.5,Beograd Opština Stari grad,225000,2531.903872181951
190,63,2.5,Beograd Opština Stari grad,168000,2531.903872181951
191,62,2.0,Beograd Opština Savski venac,126000,2723.3487453316557
193,114,4.0,Beograd Opština Savski venac,265000,2723.3487453316557
194,40,2.0,Beograd Opština Zvezdara,70000,1461.4519261140167
195,43,2.5,Beograd Opština Novi Beograd,44000,1735.3775474934005
196,70,2.0,Beograd Opština Čukarica,90000,1324.4002797487278
197,55,2.5,Beograd Opština Zvezdara,93000,1461.4519261140167
198,55,2.0,Beograd Opština Zemun,74000,1230.719435933011
199,76,3.0,Beograd Opština Čukarica,77000,1324.4002797487278
201,66,2.0,Beograd Opština Zvezdara,86900,1461.4519261140167
202,66,2.0,Beograd Opština Voždovac,99900,1490.3747385405104
203,90,4.0,Beograd Opština Voždovac,165000,1490.3747385405104
204,66,2.0,Beograd Opština Voždovac,89500,1490.3747385405104
205,80,3.5,Beograd Opština Voždovac,125000,1490.3747385405104
206,55,2.0,Beograd Opština Novi Beograd,165000,1735.3775474934005
207,99,3.0,Beograd Opština Voždovac,159000,1490.3747385405104
208,61,1.5,Beograd Opština Voždovac,70000,1490.3747385405104
209,64,2.0,Beograd Opština Novi Beograd,162000,1735.3775474934005
210,70,3.0,Beograd Opština Čukarica,120000,1324.4002797487278
211,44,1.0,Beograd Opština Čukarica,58900,1324.4002797487278
212,64,2.0,Beograd Opština Rakovica,54000,991.4218432222813
213,100,3.5,Beograd Opština Zvezdara,199000,1461.4519261140167
214,75,2.0,Beograd Opština Vračar,165000,2275.3672683163954
215,61,2.0,Beograd Opština Vračar,183000,2275.3672683163954
216,59,2.0,Beograd Opština Zvezdara,55000,1461.4519261140167
217,40,1.5,Beograd Opština Stari grad,123000,2531.903872181951
218,60,2.5,Beograd Opština Zemun,52000,1230.719435933011
219,43,1.0,Beograd Opština Vračar,81900,2275.3672683163954
220,39,1.5,Beograd Opština Voždovac,53000,1490.3747385405104
221,37,2.0,Beograd Opština Zvezdara,49000,1461.4519261140167
225,54,2.0,Beograd Opština Zemun,81900,1230.719435933011
226,81,2.5,Beograd Opština Novi Beograd,178900,1735.3775474934005
227,59,2.5,Beograd Opština Zemun,56000,1230.719435933011
228,70,3.0,Beograd Opština Novi Beograd,110000,1735.3775474934005
229,93,4.0,Beograd Opština Vračar,186000,2275.3672683163954
230,76,3.0,Beograd Opština Rakovica,80000,991.4218432222813
231,61,3.0,Beograd Opština Rakovica,68000,991.4218432222813
232,64,3.0,Beograd Opština Zvezdara,108100,1461.4519261140167
233,74,3.0,Beograd Opština Rakovica,69500,991.4218432222813
234,103,4.0,Beograd Opština Stari grad,210000,2531.903872181951
235,46,2.0,Beograd Opština Savski venac,75000,2723.3487453316557
236,103,4.0,Beograd Opština Stari grad,230000,2531.903872181951
237,32,0.5,Beograd Opština Rakovica,38000,991.4218432222813
238,73,3.0,Beograd Opština Zvezdara,124100,1461.4519261140167
239,62,2.0,Beograd Opština Novi Beograd,101000,1735.3775474934005
241,70,2.5,Beograd Opština Savski venac,90000,2723.3487453316557
242,50,2.0,Beograd Opština Zvezdara,52000,1461.4519261140167
243,72,3.0,Beograd Opština Savski venac,149000,2723.3487453316557
244,187,5.0,Beograd Opština Voždovac,186000,1490.3747385405104
245,76,3.0,Beograd Opština Novi Beograd,135000,1735.3775474934005
246,73,3.0,Beograd Opština Palilula,73000,1282.912470736089
247,94,3.0,Beograd Opština Zvezdara,198000,1461.4519261140167
248,82,3.0,Beograd Opština Zvezdara,84000,1461.4519261140167
249,65,2.0,Beograd Opština Zvezdara,70000,1461.4519261140167
250,70,2.0,Beograd Opština Stari grad,168000,2531.903872181951
251,35,1.0,Beograd Opština Rakovica,40000,991.4218432222813
252,118,5.0,Beograd Opština Rakovica,95000,991.4218432222813
253,84,4.0,Beograd Opština Novi Beograd,63000,1735.3775474934005
254,54,2.0,Beograd Opština Novi Beograd,74500,1735.3775474934005
255,40,1.5,Beograd Opština Novi Beograd,40000,1735.3775474934005
256,90,3.5,Beograd Opština Novi Beograd,45000,1735.3775474934005
257,70,2.5,Beograd Opština Stari grad,180000,2531.903872181951
258,86,3.0,Beograd Opština Stari grad,285000,2531.903872181951
259,64,3.0,Beograd Opština Zemun,64000,1230.719435933011
260,47.15,2.5,Beograd Opština Zemun,47150,1230.719435933011
261,47,2.0,Beograd Opština Savski venac,84900,2723.3487453316557
262,92,5.0,Beograd Opština Stari grad,249000,2531.903872181951
263,44,1.5,Beograd Opština Vračar,120000,2275.3672683163954
264,66,3.5,Beograd Opština Palilula,89900,1282.912470736089
265,30,1.0,Beograd Opština Novi Beograd,65000,1735.3775474934005
266,45,1.5,Beograd Opština Novi Beograd,115000,1735.3775474934005
267,90,4.0,Beograd Opština Novi Beograd,127000,1735.3775474934005
269,118,3.5,Beograd Opština Stari grad,260000,2531.903872181951
270,40,1.5,Beograd Opština Palilula,88000,1282.912470736089
271,51,1.5,Beograd Opština Voždovac,81000,1490.3747385405104
272,67,2.5,Beograd Opština Voždovac,75000,1490.3747385405104
273,47,2.0,Beograd Opština Voždovac,85000,1490.3747385405104
274,43,1.0,Beograd Opština Voždovac,51500,1490.3747385405104
275,58,2.0,Beograd Opština Zemun,85000,1230.719435933011
276,68,3.5,Beograd Opština Zvezdara,115000,1461.4519261140167
277,33,1.0,Beograd Opština Voždovac,44000,1490.3747385405104
278,34,1.0,Beograd Opština Palilula,67000,1282.912470736089
279,70,3.0,Beograd Opština Zvezdara,108000,1461.4519261140167
280,62,2.0,Beograd Opština Vračar,169900,2275.3672683163954
281,120,4.5,Beograd Opština Novi Beograd,149000,1735.3775474934005
282,51.26,1.5,Beograd Opština Novi Beograd,164500,1735.3775474934005
283,46,1.0,Beograd Opština Vračar,102000,2275.3672683163954
284,56,2.0,Beograd Opština Novi Beograd,107000,1735.3775474934005
285,79,3.0,Beograd Opština Zvezdara,179000,1461.4519261140167
286,120,4.0,Beograd Opština Voždovac,195000,1490.3747385405104
287,77,3.0,Beograd Opština Zvezdara,143730,1461.4519261140167
288,46,2.0,Beograd Opština Voždovac,100804,1490.3747385405104
290,50,2.5,Beograd Opština Vračar,83000,2275.3672683163954
291,70,4.0,Beograd Opština Voždovac,146404,1490.3747385405104
292,67,2.5,Beograd Opština Voždovac,135000,1490.3747385405104
293,69,3.0,Beograd Opština Zvezdara,145000,1461.4519261140167
294,114,4.0,Beograd Opština Voždovac,159000,1490.3747385405104
295,60,3.0,Beograd Opština Voždovac,140000,1490.3747385405104
296,82,3.5,Beograd Opština Novi Beograd,115000,1735.3775474934005
297,27,0.5,Beograd Opština Stari grad,85000,2531.903872181951
298,34,1.0,Beograd Opština Palilula,65000,1282.912470736089
299,64,2.0,Beograd Opština Voždovac,65000,1490.3747385405104
301,96,3.0,Beograd Opština Novi Beograd,178900,1735.3775474934005
302,56,2.0,Beograd Opština Novi Beograd,81000,1735.3775474934005
303,53,2.5,Beograd Opština Palilula,70000,1282.912470736089
304,90,4.0,Beograd Opština Palilula,225000,1282.912470736089
305,67,2.0,Beograd Opština Voždovac,131000,1490.3747385405104
306,68,2.0,Beograd Opština Palilula,95000,1282.912470736089
308,28,0.5,Beograd Opština Zemun,49000,1230.719435933011
309,66,3.0,Beograd Opština Stari grad,185000,2531.903872181951
310,52,2.0,Beograd Opština Čukarica,59000,1324.4002797487278
311,82,3.5,Beograd Opština Zemun,81000,1230.719435933011
312,110,5.0,Beograd Opština Vračar,215000,2275.3672683163954
313,26,0.5,Beograd Opština Zvezdara,34000,1461.4519261140167
314,63,2.5,Beograd Opština Stari grad,175000,2531.903872181951
315,66,2.0,Beograd Opština Voždovac,99900,1490.3747385405104
316,50,1.5,Beograd Opština Zvezdara,87500,1461.4519261140167
317,72,3.0,Beograd Opština Novi Beograd,139000,1735.3775474934005
318,75,3.0,Beograd Opština Palilula,110000,1282.912470736089
319,58,1.5,Beograd Opština Palilula,112200,1282.912470736089
320,94,3.0,Beograd Opština Voždovac,219000,1490.3747385405104
322,75,3.0,Beograd Opština Rakovica,72000,991.4218432222813
323,83,3.0,Beograd Opština Stari grad,133000,2531.903872181951
324,35,2.0,Beograd Opština Palilula,56900,1282.912470736089
325,42,2.0,Beograd Opština Novi Beograd,73000,1735.3775474934005
326,36,1.0,Beograd Opština Voždovac,57000,1490.3747385405104
327,64,2.0,Beograd Opština Novi Beograd,125000,1735.3775474934005
328,64,2.5,Beograd Opština Rakovica,64000,991.4218432222813
329,75,3.0,Beograd Opština Vračar,235000,2275.3672683163954
330,36,1.5,Beograd Opština Novi Beograd,72000,1735.3775474934005
331,61,3.0,Beograd Opština Vračar,155000,2275.3672683163954
332,82,3.0,Beograd Opština Zvezdara,157000,1461.4519261140167
333,72,2.5,Beograd Opština Vračar,105000,2275.3672683163954
334,89,3.0,Beograd Opština Stari grad,285000,2531.903872181951
335,76,3.0,Beograd Opština Vračar,112000,2275.3672683163954
336,143,4.0,Beograd Opština Palilula,260000,1282.912470736089
338,59,2.5,Beograd Opština Zvezdara,94480,1461.4519261140167
339,24,0.5,Beograd Opština Voždovac,51900,1490.3747385405104
340,77,2.5,Beograd Opština Palilula,78000,1282.912470736089
342,45,2.0,Beograd Opština Palilula,46000,1282.912470736089
343,52,2.0,Beograd Opština Vračar,97000,2275.3672683163954
344,84,3.0,Beograd Opština Vračar,190000,2275.3672683163954
345,76,3.0,Beograd Opština Vračar,159000,2275.3672683163954
346,68,2.5,Beograd Opština Savski venac,110000,2723.3487453316557
347,98,4.0,Beograd Opština Savski venac,160000,2723.3487453316557
348,58,2.5,Beograd Opština Stari grad,100000,2531.903872181951
349,60,2.0,Beograd Opština Voždovac,64000,1490.3747385405104
350,66,2.5,Beograd Opština Palilula,45000,1282.912470736089
351,48,2.5,Beograd Opština Palilula,51900,1282.912470736089
352,60,2.5,Beograd Opština Vračar,115000,2275.3672683163954
353,41,1.0,Beograd Opština Stari grad,195000,2531.903872181951
354,86,2.0,Beograd Opština Zvezdara,159000,1461.4519261140167
355,94,3.0,Beograd Opština Zvezdara,75000,1461.4519261140167
358,135,4.0,Beograd Opština Voždovac,243000,1490.3747385405104
359,76,3.0,Beograd Opština Vračar,159000,2275.3672683163954
360,83,3.0,Beograd Opština Voždovac,133000,1490.3747385405104
361,71,2.5,Beograd Opština Novi Beograd,85900,1735.3775474934005
362,59,2.0,Beograd Opština Savski venac,119000,2723.3487453316557
363,85,4.0,Beograd Opština Stari grad,190000,2531.903872181951
364,51,2.0,Beograd Opština Zvezdara,76000,1461.4519261140167
365,79,3.5,Beograd Opština Voždovac,86900,1490.3747385405104
366,99,3.0,Beograd Opština Stari grad,275000,2531.903872181951
367,103,4.0,Beograd Opština Vračar,293000,2275.3672683163954
368,64,2.0,Beograd Opština Stari grad,138000,2531.903872181951
369,59,3.0,Beograd Opština Zvezdara,135500,1461.4519261140167
370,60,2.0,Beograd Opština Voždovac,64000,1490.3747385405104
371,50,2.5,Beograd Opština Stari grad,160000,2531.903872181951
372,45,2.0,Beograd Opština Voždovac,53900,1490.3747385405104
373,75,3.0,Beograd Opština Stari grad,188000,2531.903872181951
374,41,1.0,Beograd Opština Čukarica,67000,1324.4002797487278
375,103,4.0,Beograd Opština Vračar,220000,2275.3672683163954
376,80,3.0,Beograd Opština Vračar,184000,2275.3672683163954
377,100,4.0,Beograd Opština Stari grad,215000,2531.903872181951
378,54.46,3.0,Beograd Opština Zvezdara,62630,1461.4519261140167
379,26.67,0.5,Beograd Opština Zvezdara,28000,1461.4519261140167
380,82,4.0,Beograd Opština Stari grad,285000,2531.903872181951
381,83,3.0,Beograd Opština Stari grad,133000,2531.903872181951
382,78,3.0,Beograd Opština Stari grad,179000,2531.903872181951
383,57,2.5,Beograd Opština Palilula,68000,1282.912470736089
384,60,2.0,Beograd Opština Voždovac,64000,1490.3747385405104
385,114,4.0,Beograd Opština Voždovac,159000,1490.3747385405104
386,57,2.5,Beograd Opština Stari grad,150000,2531.903872181951
387,63,2.0,Beograd Opština Novi Beograd,86900,1735.3775474934005
388,46,2.0,Beograd Opština Savski venac,75000,2723.3487453316557
389,78,2.0,Beograd Opština Novi Beograd,175000,1735.3775474934005
390,54,3.0,Beograd Opština Vračar,125000,2275.3672683163954
391,75,3.0,Beograd Opština Stari grad,180000,2531.903872181951
392,110,4.0,Beograd Opština Rakovica,89900,991.4218432222813
393,35,1.0,Beograd Opština Novi Beograd,68000,1735.3775474934005
394,45,2.5,Beograd Opština Zvezdara,52000,1461.4519261140167
396,92,3.5,Beograd Opština Novi Beograd,140000,1735.3775474934005
397,80,2.5,Beograd Opština Stari grad,175000,2531.903872181951
398,62,2.5,Beograd Opština Rakovica,72500,991.4218432222813
399,83,4.0,Beograd Opština Stari grad,285000,2531.903872181951
400,85,4.0,Beograd Opština Vračar,235000,2275.3672683163954
401,127,4.5,Beograd Opština Vračar,279000,2275.3672683163954
402,88,3.5,Beograd Opština Vračar,196000,2275.3672683163954
403,133,4.5,Beograd Opština Vračar,262000,2275.3672683163954
404,53,3.0,Beograd Opština Zemun,54000,1230.719435933011
405,81,3.0,Beograd Opština Stari grad,228000,2531.903872181951
406,30,1.0,Beograd Opština Novi Beograd,65000,1735.3775474934005
407,150,5+,Beograd Opština Rakovica,150000,991.4218432222813
408,51,2.0,Beograd Opština Voždovac,55000,1490.3747385405104
409,40,1.5,Beograd Opština Vračar,77000,2275.3672683163954
410,35,1.5,Beograd Opština Savski venac,69000,2723.3487453316557
411,56,1.5,Beograd Opština Voždovac,63500,1490.3747385405104
413,107,4.0,Beograd Opština Vračar,218000,2275.3672683163954
414,67,2.5,Beograd Opština Novi Beograd,119000,1735.3775474934005
415,54,2.5,Beograd Opština Vračar,125000,2275.3672683163954
416,38,1.5,Beograd Opština Rakovica,38000,991.4218432222813
418,54,2.0,Beograd Opština Rakovica,61900,991.4218432222813
419,62,2.5,Beograd Opština Palilula,152000,1282.912470736089
420,100,3.5,Beograd Opština Vračar,198000,2275.3672683163954
421,145,5.0,Beograd Opština Zemun,250000,1230.719435933011
422,46,2.0,Beograd Opština Voždovac,96000,1490.3747385405104
423,42,1.0,Beograd Opština Voždovac,51500,1490.3747385405104
424,85,3.5,Beograd Opština Zvezdara,89000,1461.4519261140167
425,91,4.0,Beograd Opština Zemun,214545,1230.719435933011
426,75,3.0,Beograd Opština Zemun,145000,1230.719435933011
427,63,3.0,Beograd Opština Zemun,87000,1230.719435933011
428,61,3.0,Beograd Opština Zemun,143636,1230.719435933011
429,52,2.0,Beograd Opština Voždovac,39999,1490.3747385405104
430,60,2.0,Beograd Opština Voždovac,65000,1490.3747385405104
431,122,3.0,Beograd Opština Stari grad,285000,2531.903872181951
433,46,2.0,Beograd Opština Rakovica,48000,991.4218432222813
434,48,1.5,Beograd Opština Novi Beograd,77000,1735.3775474934005
435,67,2.5,Beograd Opština Voždovac,75000,1490.3747385405104
436,59,2.0,Beograd Opština Voždovac,97000,1490.3747385405104
437,79,3.0,Beograd Opština Vračar,140000,2275.3672683163954
438,47,2.0,Beograd Opština Zemun,49350,1230.719435933011
439,37,1.5,Beograd Opština Zemun,39500,1230.719435933011
440,74,2.0,Beograd Opština Vračar,220000,2275.3672683163954
441,98,3.5,Beograd Opština Novi Beograd,156000,1735.3775474934005
442,81,2.5,Beograd Opština Novi Beograd,152900,1735.3775474934005
443,94,4.0,Beograd Opština Rakovica,79500,991.4218432222813
444,100,4.0,Beograd Opština Savski venac,170000,2723.3487453316557
445,80,3.0,Beograd Opština Čukarica,117000,1324.4002797487278
447,61,2.0,Beograd Opština Voždovac,64900,1490.3747385405104
448,83,3.0,Beograd Opština Voždovac,133000,1490.3747385405104
449,65,2.0,Beograd Opština Stari grad,139000,2531.903872181951
451,77,3.0,Beograd Opština Čukarica,77000,1324.4002797487278
453,97,3.0,Beograd Opština Novi Beograd,215000,1735.3775474934005
454,90,3.0,Beograd Opština Palilula,162000,1282.912470736089
455,29,1.0,Beograd Opština Stari grad,80000,2531.903872181951
456,60,2.5,Beograd Opština Palilula,29000,1282.912470736089
457,58,2.5,Beograd Opština Stari grad,160000,2531.903872181951
459,61,2.0,Beograd Opština Stari grad,125000,2531.903872181951
460,69,2.5,Beograd Opština Novi Beograd,99900,1735.3775474934005
461,39,1.0,Beograd Opština Novi Beograd,65000,1735.3775474934005
462,140,4.0,Beograd Opština Stari grad,300000,2531.903872181951
463,65,2.0,Beograd Opština Novi Beograd,164000,1735.3775474934005
464,60,2.5,Beograd Opština Palilula,84900,1282.912470736089
465,92,3.5,Beograd Opština Novi Beograd,140000,1735.3775474934005
466,64,2.5,Beograd Opština Zemun,149000,1230.719435933011
467,41,2.0,Beograd Opština Zvezdara,50000,1461.4519261140167
468,27,1.0,Beograd Opština Vračar,70000,2275.3672683163954
469,60,2.5,Beograd Opština Voždovac,124000,1490.3747385405104
470,60,3.0,Beograd Opština Voždovac,108000,1490.3747385405104
471,40,1.5,Beograd Opština Stari grad,95000,2531.903872181951
472,50,1.5,Beograd Opština Zvezdara,87500,1461.4519261140167
473,50,2.0,Beograd Opština Stari grad,99999,2531.903872181951
474,92,3.5,Beograd Opština Vračar,198000,2275.3672683163954
475,36,1.5,Beograd Opština Zvezdara,82000,1461.4519261140167
476,104,5.0,Beograd Opština Savski venac,180000,2723.3487453316557
477,65,2.5,Beograd Opština Voždovac,83000,1490.3747385405104
478,78,3.0,Beograd Opština Zemun,102000,1230.719435933011
479,77,3.0,Beograd Opština Voždovac,85000,1490.3747385405104
480,62,2.0,Beograd Opština Vračar,169900,2275.3672683163954
481,71,2.5,Beograd Opština Novi Beograd,110000,1735.3775474934005
482,47,2.0,Beograd Opština Zemun,81900,1230.719435933011
483,36,1.5,Beograd Opština Novi Beograd,74000,1735.3775474934005
484,59,3.0,Beograd Opština Zvezdara,135000,1461.4519261140167
485,44,2.0,Beograd Opština Stari grad,150000,2531.903872181951
486,93,3.5,Beograd Opština Zemun,132000,1230.719435933011
487,92,4.0,Beograd Opština Voždovac,170000,1490.3747385405104
488,54,2.5,Beograd Opština Čukarica,72900,1324.4002797487278
489,76,3.0,Beograd Opština Novi Beograd,111900,1735.3775474934005
490,62,2.0,Beograd Opština Novi Beograd,157000,1735.3775474934005
