ID,Squares,No_of_rooms,Address,Price,One_Sq
15586,100,4.0,Beograd Opština Rakovica,88000,991.4218432222813
15587,75,2.5,Beograd Opština Palilula,74000,1282.912470736089
15588,34,1.0,Beograd Opština Palilula,28000,1282.912470736089
15589,118,4.5,Beograd Opština Voždovac,142340,1490.3747385405104
15590,95,5+,Beograd Opština Rakovica,85000,991.4218432222813
15592,82,3.0,Beograd Opština Vračar,150000,2275.3672683163954
15593,107,5+,Beograd Opština Obrenovac,67000,735.2017937219731
15594,60,2.5,Beograd Opština Savski venac,87000,2723.3487453316557
15595,48,2.0,Beograd Opština Rakovica,39000,991.4218432222813
15596,67,2.5,Beograd Opština Stari grad,220000,2531.903872181951
15597,87,4.5,Beograd Opština Vračar,150000,2275.3672683163954
15598,87,3.0,Beograd Opština Palilula,130000,1282.912470736089
15599,83,3.0,Beograd Opština Voždovac,142500,1490.3747385405104
15600,83,3.0,Beograd Opština Voždovac,142500,1490.3747385405104
15602,50,2.0,Beograd Opština Stari grad,149900,2531.903872181951
15603,61,2.0,Beograd Opština Voždovac,65000,1490.3747385405104
15604,37,1.5,Beograd Opština Palilula,37000,1282.912470736089
15605,55,2.0,Beograd Opština Voždovac,57000,1490.3747385405104
15606,65,2.5,Beograd Opština Palilula,88000,1282.912470736089
15607,105,4.0,Beograd Opština Palilula,250000,1282.912470736089
15608,39,1.5,Beograd Opština Palilula,98000,1282.912470736089
15609,87,3.0,Beograd Opština Voždovac,59500,1490.3747385405104
15610,50,2.0,Beograd Opština Novi Beograd,67000,1735.3775474934005
15611,70,3.0,Beograd Opština Palilula,158000,1282.912470736089
15612,100,4.0,Beograd Opština Zvezdara,215000,1461.4519261140167
15613,39,1.5,Beograd Opština Voždovac,46800,1490.3747385405104
15614,51,2.5,Beograd Opština Voždovac,61200,1490.3747385405104
15615,123,4.0,Beograd Opština Voždovac,194000,1490.3747385405104
15616,93,3.5,Beograd Opština Savski venac,79000,2723.3487453316557
15617,57,2.0,Beograd Opština Čukarica,49000,1324.4002797487278
15618,84,3.0,Beograd Opština Čukarica,178600,1324.4002797487278
15619,88,4.0,Beograd Opština Zemun,84000,1230.719435933011
15620,84,3.0,Beograd Opština Rakovica,75600,991.4218432222813
15621,40,1.5,Beograd Opština Rakovica,29800,991.4218432222813
15622,66,3.0,Beograd Opština Voždovac,160000,1490.3747385405104
15623,94,4.5,Beograd Opština Novi Beograd,149000,1735.3775474934005
15624,51,2.5,Beograd Opština Voždovac,61200,1490.3747385405104
15625,70,3.0,Beograd Opština Novi Beograd,120000,1735.3775474934005
15626,50,2.5,Beograd Opština Voždovac,60000,1490.3747385405104
15627,39,1.5,Beograd Opština Voždovac,46800,1490.3747385405104
15628,59,2.5,Beograd Opština Voždovac,70800,1490.3747385405104
15629,42,2.0,Beograd Opština Voždovac,50400,1490.3747385405104
15630,42,2.0,Beograd Opština Voždovac,50400,1490.3747385405104
15631,45,2.0,Beograd Opština Novi Beograd,103000,1735.3775474934005
15632,49,2.0,Beograd Opština Zemun,79000,1230.719435933011
15633,93,3.0,Beograd Opština Novi Beograd,122000,1735.3775474934005
15635,65,2.0,Beograd Opština Zvezdara,95000,1461.4519261140167
15636,30,1.0,Beograd Opština Rakovica,39000,991.4218432222813
15637,24,1.0,Beograd Opština Rakovica,31200,991.4218432222813
15638,31,1.0,Beograd Opština Rakovica,40300,991.4218432222813
15639,38,1.5,Beograd Opština Rakovica,49400,991.4218432222813
15640,23,1.0,Beograd Opština Rakovica,29900,991.4218432222813
15641,71,3.5,Beograd Opština Zvezdara,78000,1461.4519261140167
15642,42,1.5,Beograd Opština Zvezdara,46200,1461.4519261140167
15643,42,1.5,Beograd Opština Zvezdara,46200,1461.4519261140167
15644,71,2.5,Beograd Opština Rakovica,68000,991.4218432222813
15645,74,3.0,Beograd Opština Savski venac,139000,2723.3487453316557
15646,91,3.5,Beograd Opština Voždovac,120000,1490.3747385405104
15647,86,3.0,Beograd Opština Palilula,89000,1282.912470736089
15650,110,3.0,Beograd Opština Rakovica,70000,991.4218432222813
15651,110,4.0,Beograd Opština Zvezdara,95000,1461.4519261140167
15652,134,4.0,Beograd Opština Grocka,70000,673.2479671062097
15653,51,2.0,Beograd Opština Palilula,50000,1282.912470736089
15654,83,3.0,Beograd Opština Zemun,125000,1230.719435933011
15655,44,1.5,Beograd Opština Zvezdara,48400,1461.4519261140167
15656,52,2.5,Beograd Opština Zvezdara,57600,1461.4519261140167
15657,44,1.5,Beograd Opština Zvezdara,48400,1461.4519261140167
15658,42,1.5,Beograd Opština Zvezdara,46200,1461.4519261140167
15659,58,2.5,Beograd Opština Zvezdara,63800,1461.4519261140167
15660,58,2.5,Beograd Opština Zvezdara,64000,1461.4519261140167
15661,36,1.0,Beograd Opština Vračar,59500,2275.3672683163954
15662,61,2.5,Beograd Opština Vračar,125000,2275.3672683163954
15663,38,1.5,Beograd Opština Rakovica,49400,991.4218432222813
15664,103,4.0,Beograd Opština Novi Beograd,200000,1735.3775474934005
15665,50,1.5,Beograd Opština Zvezdara,54000,1461.4519261140167
15666,54,2.5,Beograd Opština Novi Beograd,115000,1735.3775474934005
15667,85,4.0,Beograd Opština Novi Beograd,129000,1735.3775474934005
15668,67,2.5,Beograd Opština Novi Beograd,88900,1735.3775474934005
15669,90,4.0,Beograd Opština Novi Beograd,140000,1735.3775474934005
15670,131,4.0,Beograd Opština Zvezdara,300000,1461.4519261140167
15671,67,3.0,Beograd Opština Zvezdara,89000,1461.4519261140167
15672,45,2.5,Beograd Opština Palilula,38900,1282.912470736089
15673,76,3.0,Beograd Opština Vračar,119000,2275.3672683163954
15674,81,3.0,Beograd Opština Palilula,94000,1282.912470736089
15675,88,3.0,Beograd Opština Čukarica,88000,1324.4002797487278
15676,34,1.5,Beograd Opština Rakovica,28000,991.4218432222813
15677,53,2.5,Beograd Opština Zvezdara,51800,1461.4519261140167
15678,74,3.0,Beograd Opština Vračar,190000,2275.3672683163954
15679,28,1.0,Beograd Opština Stari grad,89000,2531.903872181951
15681,50,1.0,Beograd Opština Vračar,109000,2275.3672683163954
15682,97,5.0,Beograd Opština Voždovac,56000,1490.3747385405104
15683,48,2.0,Beograd Opština Voždovac,125000,1490.3747385405104
15684,41,1.5,Beograd Opština Vračar,102000,2275.3672683163954
15685,74,3.0,Beograd Opština Novi Beograd,140000,1735.3775474934005
15686,40,1.5,Beograd Opština Novi Beograd,72000,1735.3775474934005
15687,42,1.0,Beograd Opština Vračar,120000,2275.3672683163954
15688,66,3.5,Beograd Opština Zemun,42000,1230.719435933011
15689,70,4.0,Beograd Opština Čukarica,99500,1324.4002797487278
15690,60,2.5,Beograd Opština Zvezdara,130000,1461.4519261140167
15691,40,1.5,Beograd Opština Novi Beograd,35900,1735.3775474934005
15692,74,3.0,Beograd Opština Mladenovac,53000,611.4880952380952
15693,150,3.0,Beograd Opština Zvezdara,230000,1461.4519261140167
15694,87,3.0,Beograd Opština Savski venac,265000,2723.3487453316557
15696,95,4.0,Beograd Opština Zemun,71990,1230.719435933011
15697,36,1.5,Beograd Opština Zemun,57420,1230.719435933011
15698,46,2.5,Beograd Opština Zemun,73370,1230.719435933011
15699,35,1.5,Beograd Opština Zemun,55825,1230.719435933011
15700,55,2.0,Beograd Opština Voždovac,65000,1490.3747385405104
15701,98,4.0,Beograd Opština Stari grad,268000,2531.903872181951
15702,82,3.0,Beograd Opština Savski venac,250999,2723.3487453316557
15703,91,3.0,Beograd Opština Zvezdara,120000,1461.4519261140167
15704,76,2.5,Beograd Opština Stari grad,145000,2531.903872181951
15705,66,2.5,Beograd Opština Voždovac,99000,1490.3747385405104
15706,118,4.0,Beograd Opština Voždovac,250000,1490.3747385405104
15707,11,1.0,Beograd Opština Vračar,22000,2275.3672683163954
15708,48,2.0,Beograd Opština Voždovac,65000,1490.3747385405104
15709,64,2.0,Beograd Opština Novi Beograd,128000,1735.3775474934005
15710,46,2.0,Beograd Opština Zemun,65000,1230.719435933011
15711,72,4.0,Beograd Opština Novi Beograd,115000,1735.3775474934005
15712,63,2.5,Beograd Opština Novi Beograd,110000,1735.3775474934005
15713,38,1.5,Beograd Opština Novi Beograd,105000,1735.3775474934005
15714,76,2.5,Beograd Opština Savski venac,150000,2723.3487453316557
15715,55,2.0,Beograd Opština Čukarica,62000,1324.4002797487278
15717,92,3.0,Beograd Opština Novi Beograd,248000,1735.3775474934005
15718,84,3.0,Beograd Opština Voždovac,119000,1490.3747385405104
15719,20,0.5,Beograd Opština Voždovac,33000,1490.3747385405104
15720,140,5+,Beograd Opština Zvezdara,149000,1461.4519261140167
15721,93,4.0,Beograd Opština Vračar,195500,2275.3672683163954
15722,39,1.5,Beograd Opština Čukarica,58000,1324.4002797487278
15723,91,3.5,Beograd Opština Novi Beograd,220000,1735.3775474934005
15724,57,2.0,Beograd Opština Čukarica,52000,1324.4002797487278
15725,33,0.5,Beograd Opština Palilula,36300,1282.912470736089
15727,60,2.0,Beograd Opština Čukarica,85000,1324.4002797487278
15728,60,3.5,Beograd Opština Voždovac,78000,1490.3747385405104
15729,70,3.0,Beograd Opština Savski venac,196000,2723.3487453316557
15730,52,2.5,Beograd Opština Zvezdara,60000,1461.4519261140167
15731,94,4.0,Beograd Opština Stari grad,224000,2531.903872181951
15733,145,5+,Beograd Opština Čukarica,214900,1324.4002797487278
15734,88,4.0,Beograd Opština Zemun,65000,1230.719435933011
15735,76,4.0,Beograd Opština Zvezdara,55000,1461.4519261140167
15736,92,4.0,Beograd Opština Rakovica,90000,991.4218432222813
15737,103,3.5,Beograd Opština Stari grad,210000,2531.903872181951
15738,94,4.0,Beograd Opština Zemun,104000,1230.719435933011
15739,162,5+,Beograd Opština Zvezdara,275000,1461.4519261140167
15740,53,2.0,Beograd Opština Čukarica,82000,1324.4002797487278
15741,69,3.0,Beograd Opština Rakovica,73000,991.4218432222813
15742,60,2.0,Beograd Opština Zemun,53000,1230.719435933011
15744,89,3.0,Beograd Opština Zvezdara,160000,1461.4519261140167
15745,56,2.0,Beograd Opština Novi Beograd,105000,1735.3775474934005
15746,66,2.0,Beograd Opština Rakovica,75000,991.4218432222813
15748,73,2.5,Beograd Opština Novi Beograd,98000,1735.3775474934005
15749,37,1.5,Beograd Opština Rakovica,36000,991.4218432222813
15750,60,2.5,Beograd Opština Rakovica,64000,991.4218432222813
15751,88,3.0,Beograd Opština Zvezdara,217812,1461.4519261140167
15752,59,2.0,Beograd Opština Zvezdara,151687,1461.4519261140167
15753,94,3.0,Beograd Opština Zvezdara,231437,1461.4519261140167
15754,92,4.0,Beograd Opština Zvezdara,226155,1461.4519261140167
15755,67,3.0,Beograd Opština Zvezdara,172900,1461.4519261140167
15756,106,4.0,Beograd Opština Zvezdara,249404,1461.4519261140167
15757,45,2.0,Beograd Opština Palilula,56000,1282.912470736089
15758,89,3.5,Beograd Opština Vračar,210000,2275.3672683163954
15759,92,3.0,Beograd Opština Voždovac,88000,1490.3747385405104
15760,66,2.5,Beograd Opština Palilula,59000,1282.912470736089
15761,126,4.0,Beograd Opština Vračar,210000,2275.3672683163954
15762,65,2.5,Beograd Opština Novi Beograd,90000,1735.3775474934005
15763,42,1.5,Beograd Opština Grocka,38000,673.2479671062097
15764,55,2.0,Beograd Opština Rakovica,55000,991.4218432222813
15765,41,1.5,Beograd Opština Čukarica,45900,1324.4002797487278
15766,45,1.5,Beograd Opština Novi Beograd,77000,1735.3775474934005
15767,48,2.5,Beograd Opština Zemun,52800,1230.719435933011
15768,101,4.0,Beograd Opština Rakovica,98000,991.4218432222813
15769,78,3.0,Beograd Opština Vračar,204000,2275.3672683163954
15770,88,3.5,Beograd Opština Zemun,88000,1230.719435933011
15771,69,3.0,Beograd Opština Novi Beograd,199900,1735.3775474934005
15772,81,3.0,Beograd Opština Stari grad,215000,2531.903872181951
15773,84,3.0,Beograd Opština Savski venac,165000,2723.3487453316557
15774,68,2.5,Beograd Opština Rakovica,49900,991.4218432222813
15775,30,1.5,Beograd Opština Rakovica,28000,991.4218432222813
15776,75,3.0,Beograd Opština Vračar,175000,2275.3672683163954
15777,67,2.0,Beograd Opština Novi Beograd,125000,1735.3775474934005
15778,100,3.0,Beograd Opština Rakovica,70000,991.4218432222813
15779,95,4.0,Beograd Opština Novi Beograd,190000,1735.3775474934005
15780,54,1.5,Beograd Opština Rakovica,70000,991.4218432222813
15781,40,1.5,Beograd Opština Rakovica,43500,991.4218432222813
15782,63,2.5,Beograd Opština Zemun,95000,1230.719435933011
15783,63,2.5,Beograd Opština Stari grad,168000,2531.903872181951
15784,70,3.0,Beograd Opština Novi Beograd,102000,1735.3775474934005
15785,68,2.0,Beograd Opština Vračar,160000,2275.3672683163954
15786,70,3.0,Beograd Opština Novi Beograd,118000,1735.3775474934005
15787,60,2.5,Beograd Opština Vračar,145000,2275.3672683163954
15788,108,4.0,Beograd Opština Vračar,300000,2275.3672683163954
15789,80,3.0,Beograd Opština Čukarica,85000,1324.4002797487278
15790,60,2.0,Beograd Opština Vračar,125000,2275.3672683163954
15791,98,4.0,Beograd Opština Novi Beograd,185000,1735.3775474934005
15792,46,1.5,Beograd Opština Novi Beograd,73000,1735.3775474934005
15793,47,2.0,Beograd Opština Savski venac,89000,2723.3487453316557
15794,80,3.5,Beograd Opština Voždovac,77000,1490.3747385405104
15795,35,1.0,Beograd Opština Novi Beograd,49000,1735.3775474934005
15796,89,4.0,Beograd Opština Stari grad,237000,2531.903872181951
15797,50,1.5,Beograd Opština Zvezdara,35900,1461.4519261140167
15798,81,3.0,Beograd Opština Novi Beograd,110000,1735.3775474934005
15799,65,2.5,Beograd Opština Novi Beograd,125000,1735.3775474934005
15800,40,2.0,Beograd Opština Zvezdara,99000,1461.4519261140167
15801,92,3.5,Beograd Opština Vračar,223000,2275.3672683163954
15802,61,2.0,Beograd Opština Novi Beograd,95000,1735.3775474934005
15803,65,2.0,Beograd Opština Zvezdara,95000,1461.4519261140167
15804,77,2.5,Beograd Opština Novi Beograd,100000,1735.3775474934005
15805,64,3.0,Beograd Opština Vračar,149900,2275.3672683163954
15806,70,3.0,Beograd Opština Savski venac,169900,2723.3487453316557
15807,111,4.0,Beograd Opština Voždovac,208000,1490.3747385405104
15809,90,3.0,Beograd Opština Novi Beograd,125000,1735.3775474934005
15810,43,1.5,Beograd Opština Novi Beograd,51900,1735.3775474934005
15811,100,3.0,Beograd Opština Vračar,275000,2275.3672683163954
15812,70,2.5,Beograd Opština Stari grad,130000,2531.903872181951
15813,81,4.0,Beograd Opština Zemun,125000,1230.719435933011
15814,71,2.0,Beograd Opština Vračar,164900,2275.3672683163954
15815,34,1.0,Beograd Opština Zvezdara,45000,1461.4519261140167
15816,67,2.5,Beograd Opština Vračar,130000,2275.3672683163954
15817,120,4.0,Beograd Opština Novi Beograd,254900,1735.3775474934005
15818,75,1.5,Beograd Opština Zvezdara,119000,1461.4519261140167
15819,93,3.5,Beograd Opština Savski venac,157000,2723.3487453316557
15820,87,4.0,Beograd Opština Zvezdara,99400,1461.4519261140167
15821,63,3.0,Beograd Opština Zvezdara,74500,1461.4519261140167
15822,97,3.5,Beograd Opština Novi Beograd,137900,1735.3775474934005
15823,78,3.0,Beograd Opština Voždovac,150480,1490.3747385405104
15824,54,2.5,Beograd Opština Zvezdara,62600,1461.4519261140167
15825,46,2.0,Beograd Opština Zvezdara,51000,1461.4519261140167
15826,26,0.5,Beograd Opština Zvezdara,27900,1461.4519261140167
15827,120,4.5,Beograd Opština Voždovac,149900,1490.3747385405104
15828,58,2.0,Beograd Opština Stari grad,117000,2531.903872181951
15829,77,3.0,Beograd Opština Voždovac,90000,1490.3747385405104
15830,220,5+,Beograd Opština Savski venac,299000,2723.3487453316557
15831,78,3.0,Beograd Opština Savski venac,220888,2723.3487453316557
15832,154,5.0,Beograd Opština Novi Beograd,215000,1735.3775474934005
15833,82,3.0,Beograd Opština Savski venac,243888,2723.3487453316557
15834,90,3.0,Beograd Opština Savski venac,251888,2723.3487453316557
15835,77,2.5,Beograd Opština Savski venac,211888,2723.3487453316557
15836,83,3.0,Beograd Opština Savski venac,230888,2723.3487453316557
15837,89,3.0,Beograd Opština Savski venac,250888,2723.3487453316557
15838,78,3.0,Beograd Opština Savski venac,236888,2723.3487453316557
15839,81,2.5,Beograd Opština Zvezdara,124500,1461.4519261140167
15840,78,3.0,Beograd Opština Savski venac,235888,2723.3487453316557
15841,91,3.0,Beograd Opština Voždovac,227500,1490.3747385405104
15842,90,3.0,Beograd Opština Savski venac,268888,2723.3487453316557
15845,220,5+,Beograd Opština Savski venac,290000,2723.3487453316557
15846,94,3.0,Beograd Opština Zvezdara,130000,1461.4519261140167
15847,71,2.0,Beograd Opština Savski venac,258888,2723.3487453316557
15848,105,3.0,Beograd Opština Voždovac,195000,1490.3747385405104
15849,82,2.5,Beograd Opština Savski venac,216888,2723.3487453316557
15850,90,3.0,Beograd Opština Savski venac,250888,2723.3487453316557
15851,90,3.0,Beograd Opština Savski venac,262888,2723.3487453316557
15852,78,3.0,Beograd Opština Savski venac,230888,2723.3487453316557
15853,82,3.0,Beograd Opština Savski venac,240888,2723.3487453316557
15854,78,3.0,Beograd Opština Savski venac,218888,2723.3487453316557
15855,71,2.5,Beograd Opština Vračar,165000,2275.3672683163954
15856,82,3.0,Beograd Opština Savski venac,242888,2723.3487453316557
15857,84,3.0,Beograd Opština Savski venac,236888,2723.3487453316557
15859,94,3.0,Beograd Opština Zvezdara,210397,1461.4519261140167
15860,78,3.0,Beograd Opština Savski venac,234888,2723.3487453316557
15862,75,2.5,Beograd Opština Zemun,105900,1230.719435933011
15863,165,5+,Beograd Opština Čukarica,135000,1324.4002797487278
15864,64,3.0,Beograd Opština Novi Beograd,76850,1735.3775474934005
15865,97,3.0,Beograd Opština Novi Beograd,215000,1735.3775474934005
15866,41,1.5,Beograd Opština Zemun,45000,1230.719435933011
15867,74,3.0,Beograd Opština Voždovac,135000,1490.3747385405104
15868,70,3.0,Beograd Opština Novi Beograd,149500,1735.3775474934005
15869,73,3.0,Beograd Opština Lazarevac,49900,730.602332404645
15870,93,4.0,Beograd Opština Palilula,74900,1282.912470736089
15871,170,4.0,Beograd Opština Novi Beograd,245011,1735.3775474934005
15872,85,3.0,Beograd Opština Vračar,250000,2275.3672683163954
15873,84,3.0,Beograd Opština Zvezdara,81900,1461.4519261140167
15874,67,2.0,Beograd Opština Palilula,46000,1282.912470736089
15875,48,2.5,Beograd Opština Voždovac,46500,1490.3747385405104
15876,81,3.0,Beograd Opština Vračar,215000,2275.3672683163954
15877,82,4.0,Beograd Opština Zemun,77600,1230.719435933011
15878,84,4.0,Beograd Opština Zemun,80400,1230.719435933011
15880,110,4.0,Beograd Opština Rakovica,89900,991.4218432222813
15881,64,2.5,Beograd Opština Rakovica,48500,991.4218432222813
15882,100,3.0,Beograd Opština Vračar,270000,2275.3672683163954
15883,73,3.5,Beograd Opština Voždovac,76000,1490.3747385405104
15884,53,2.0,Beograd Opština Vračar,125000,2275.3672683163954
15886,144,4.0,Beograd Opština Savski venac,280000,2723.3487453316557
15887,75.65,2.0,Beograd Opština Novi Beograd,143735,1735.3775474934005
15888,74,3.0,Beograd Opština Stari grad,250000,2531.903872181951
15890,56,2.0,Beograd Opština Zemun,50400,1230.719435933011
15891,30,0.5,Beograd Opština Zvezdara,57000,1461.4519261140167
15892,56,2.0,Beograd Opština Zvezdara,60000,1461.4519261140167
15893,70,3.0,Beograd Opština Novi Beograd,125000,1735.3775474934005
15894,94,3.5,Beograd Opština Palilula,149000,1282.912470736089
15895,57,2.5,Beograd Opština Palilula,58000,1282.912470736089
15896,103,5+,Beograd Opština Voždovac,225000,1490.3747385405104
15897,55,2.0,Beograd Opština Savski venac,220000,2723.3487453316557
15898,61,2.5,Beograd Opština Čukarica,100650,1324.4002797487278
15899,162,5+,Beograd Opština Čukarica,246583,1324.4002797487278
15900,169,5+,Beograd Opština Čukarica,256143,1324.4002797487278
15901,54,2.0,Beograd Opština Savski venac,220000,2723.3487453316557
15902,45,2.0,Beograd Opština Zvezdara,45000,1461.4519261140167
15903,57,3.0,Beograd Opština Vračar,89000,2275.3672683163954
15904,86,3.0,Beograd Opština Novi Beograd,135000,1735.3775474934005
15905,117,5+,Beograd Opština Rakovica,130000,991.4218432222813
15906,164,3.0,Beograd Opština Čukarica,178600,1324.4002797487278
15908,76,3.0,Beograd Opština Voždovac,125000,1490.3747385405104
15909,103,3.5,Beograd Opština Čukarica,97000,1324.4002797487278
15910,61,2.5,Beograd Opština Rakovica,45990,991.4218432222813
15911,110,4.0,Beograd Opština Zemun,159000,1230.719435933011
15912,52,1.5,Beograd Opština Čukarica,49400,1324.4002797487278
15913,49,2.5,Beograd Opština Čukarica,45600,1324.4002797487278
15914,68,2.5,Beograd Opština Čukarica,65280,1324.4002797487278
15916,77,2.5,Beograd Opština Zvezdara,81000,1461.4519261140167
15917,80,2.0,Beograd Opština Savski venac,148000,2723.3487453316557
15918,97,4.0,Beograd Opština Rakovica,89000,991.4218432222813
15919,95,4.0,Beograd Opština Palilula,70000,1282.912470736089
15920,39,1.0,Beograd Opština Čukarica,58000,1324.4002797487278
15921,62,2.0,Beograd Opština Voždovac,65900,1490.3747385405104
15922,35,1.0,Beograd Opština Zvezdara,65000,1461.4519261140167
15923,65,2.0,Beograd Opština Zvezdara,100000,1461.4519261140167
15924,112,3.5,Beograd Opština Savski venac,265000,2723.3487453316557
15925,73,2.0,Beograd Opština Rakovica,75000,991.4218432222813
15926,72,3.0,Beograd Opština Zvezdara,97200,1461.4519261140167
15927,33,1.5,Beograd Opština Palilula,53000,1282.912470736089
15928,78,3.0,Beograd Opština Zvezdara,111000,1461.4519261140167
15929,110,5.0,Beograd Opština Vračar,215000,2275.3672683163954
15930,34,1.5,Beograd Opština Zvezdara,51000,1461.4519261140167
15931,68,3.0,Beograd Opština Rakovica,75000,991.4218432222813
15932,60,2.0,Beograd Opština Zvezdara,95000,1461.4519261140167
15933,88,3.0,Beograd Opština Savski venac,225000,2723.3487453316557
15934,45,1.5,Beograd Opština Voždovac,65946,1490.3747385405104
15935,161,4.5,Beograd Opština Zemun,150000,1230.719435933011
15936,55.50,2.0,Beograd Opština Rakovica,49900,991.4218432222813
15937,43,1.5,Beograd Opština Čukarica,45000,1324.4002797487278
15938,49,2.0,Beograd Opština Zemun,78000,1230.719435933011
15939,35,1.0,Beograd Opština Stari grad,89000,2531.903872181951
15940,37,1.5,Beograd Opština Stari grad,108000,2531.903872181951
15941,50,2.5,Beograd Opština Voždovac,127000,1490.3747385405104
15942,131,4.0,Beograd Opština Zemun,170000,1230.719435933011
15943,39,1.5,Beograd Opština Vračar,88000,2275.3672683163954
15944,49,1.5,Beograd Opština Voždovac,69000,1490.3747385405104
15945,36,1.5,Beograd Opština Vračar,84000,2275.3672683163954
15948,36,1.5,Beograd Opština Zvezdara,74000,1461.4519261140167
15949,44,1.5,Beograd Opština Zvezdara,89400,1461.4519261140167
15950,112,3.5,Beograd Opština Savski venac,265000,2723.3487453316557
15951,64,2.0,Beograd Opština Zvezdara,73000,1461.4519261140167
15952,64,3.5,Beograd Opština Zvezdara,63600,1461.4519261140167
15953,37,1.5,Beograd Opština Zvezdara,30600,1461.4519261140167
15954,90,3.0,Beograd Opština Palilula,85000,1282.912470736089
15955,61,2.0,Beograd Opština Rakovica,48500,991.4218432222813
15956,87,3.0,Beograd Opština Zemun,82000,1230.719435933011
15957,80,3.0,Beograd Opština Vračar,204000,2275.3672683163954
15958,60,2.0,Beograd Opština Rakovica,53000,991.4218432222813
15960,97,3.5,Beograd Opština Stari grad,224000,2531.903872181951
15961,56,2.0,Beograd Opština Zvezdara,93000,1461.4519261140167
15962,80,3.0,Beograd Opština Zemun,123000,1230.719435933011
15963,43,1.0,Beograd Opština Vračar,103000,2275.3672683163954
15964,98,3.0,Beograd Opština Stari grad,245000,2531.903872181951
15965,53,3.0,Beograd Opština Palilula,40000,1282.912470736089
15966,108,4.0,Beograd Opština Vračar,300000,2275.3672683163954
15967,62,2.0,Beograd Opština Voždovac,76900,1490.3747385405104
15968,120,5+,Beograd Opština Vračar,240000,2275.3672683163954
15969,59,2.5,Beograd Opština Novi Beograd,128000,1735.3775474934005
15970,35,1.0,Beograd Opština Savski venac,107000,2723.3487453316557
15971,46,2.0,Beograd Opština Vračar,130000,2275.3672683163954
15972,73,3.0,Beograd Opština Čukarica,118900,1324.4002797487278
15973,18,0.5,Beograd Opština Stari grad,59900,2531.903872181951
15974,63,2.0,Beograd Opština Voždovac,99000,1490.3747385405104
15975,28,1.5,Beograd Opština Stari grad,100000,2531.903872181951
15976,66,2.5,Beograd Opština Voždovac,160000,1490.3747385405104
15977,42,1.5,Beograd Opština Vračar,110000,2275.3672683163954
15978,95,3.0,Beograd Opština Novi Beograd,185000,1735.3775474934005
15979,28,0.5,Beograd Opština Rakovica,242000,991.4218432222813
15982,73,3.0,Beograd Opština Palilula,130000,1282.912470736089
15983,135,4.0,Beograd Opština Palilula,170000,1282.912470736089
15984,78,2.5,Beograd Opština Čukarica,135000,1324.4002797487278
15985,100,3.5,Beograd Opština Vračar,199000,2275.3672683163954
15987,46,2.0,Beograd Opština Voždovac,82800,1490.3747385405104
15988,46,2.0,Beograd Opština Savski venac,75000,2723.3487453316557
15989,69,2.5,Beograd Opština Novi Beograd,95000,1735.3775474934005
15990,45,1.5,Beograd Opština Zemun,41300,1230.719435933011
15991,65,2.0,Beograd Opština Zvezdara,68000,1461.4519261140167
15992,60,2.0,Beograd Opština Zvezdara,95000,1461.4519261140167
15993,89.37,3.0,Beograd Opština Zemun,89500,1230.719435933011
15994,48,1.5,Beograd Opština Novi Beograd,86000,1735.3775474934005
15995,59,4.0,Beograd Opština Zvezdara,84500,1461.4519261140167
15996,91,3.0,Beograd Opština Stari grad,197000,2531.903872181951
15998,68,3.0,Beograd Opština Savski venac,139500,2723.3487453316557
15999,39,1.0,Beograd Opština Palilula,98000,1282.912470736089
16000,66,3.5,Beograd Opština Zvezdara,65000,1461.4519261140167
16001,60,1.5,Beograd Opština Vračar,88000,2275.3672683163954
16002,51,2.0,Beograd Opština Palilula,82500,1282.912470736089
16003,48,2.5,Beograd Opština Zvezdara,55200,1461.4519261140167
16004,49,2.0,Beograd Opština Palilula,82500,1282.912470736089
16005,88,3.0,Beograd Opština Palilula,81900,1282.912470736089
16006,88,3.0,Beograd Opština Stari grad,167000,2531.903872181951
16007,48,2.5,Beograd Opština Zvezdara,55200,1461.4519261140167
16008,54,2.0,Beograd Opština Zvezdara,49900,1461.4519261140167
16010,47,2.0,Beograd Opština Zvezdara,51700,1461.4519261140167
16011,41,2.0,Beograd Opština Voždovac,50000,1490.3747385405104
16012,48,2.5,Beograd Opština Voždovac,65000,1490.3747385405104
16013,44,1.5,Beograd Opština Palilula,134900,1282.912470736089
16014,64,2.0,Beograd Opština Novi Beograd,89900,1735.3775474934005
16015,28,0.5,Beograd Opština Zemun,26000,1230.719435933011
16016,43,2.0,Beograd Opština Zvezdara,60000,1461.4519261140167
16017,58,2.5,Beograd Opština Novi Beograd,122400,1735.3775474934005
16018,41,1.5,Beograd Opština Zvezdara,60000,1461.4519261140167
16019,139,5.0,Beograd Opština Vračar,189900,2275.3672683163954
16020,78.44,2.0,Beograd Opština Savski venac,116500,2723.3487453316557
16021,96.31,3.0,Beograd Opština Savski venac,176110,2723.3487453316557
16022,90,3.0,Beograd Opština Zemun,89900,1230.719435933011
16023,58,2.0,Beograd Opština Zemun,84000,1230.719435933011
16024,72,2.5,Beograd Opština Čukarica,98000,1324.4002797487278
16025,92,4.0,Beograd Opština Čukarica,129900,1324.4002797487278
16026,117,4.0,Beograd Opština Zvezdara,210000,1461.4519261140167
16027,65,2.5,Beograd Opština Novi Beograd,125000,1735.3775474934005
